text,label,language
thaalaaaaaaaa padam nerunga nerunga again again paathu veri ethikiravnaga like podunga,0,tamil
enth myrado ithu bgm super pinne umbiya diologukalum,1,malayalam
anyone thinking surya got dual role,0,tamil
mamangam film il mammootty de character name enthannu ariyamo makkale it s kunjali marakar,0,malayalam
aadyam like adikkum pinna video kanum lalettan effect,0,malayalam
arthashastram unga vazhy dharmashastram enn vazhy,1,tamil
christopher bale ni lan en da innum uyiroda iruka,2,tamil
yenapa hollywood movie madiri trailer iruku chiyan rocks kalakitaru getup vera level,0,tamil
படம் சூப்பர் ஆனா உண்மை dna வரலாறு தமிழ் சாதி எல்லாம் கலப்பில் உருவானது இதில் அதிகம் கலப்பு என்ன சாதி 154 சாதி ஆராச்சி முடிவு குறைவான கலப்பு பறையர் அதிகம் கலப்பு நீங்க படிங்க,0,tamil
ith pwolikumenn urapulla ikka fans like adi,0,malayalam
அனைத்து நாயுடு சமூகம் சார்பாக வாழ்த்துக்கள் உண்மை சுடும் கண்டிப்பாக வெட்டும் நம் வீட்டி பெண்ணை தொட்டால் நன்றி பட குழுவிற்கு வாழ்க வளர்க உண்மை சுடும் பெண் பிள்ளை பெற்ற தகப்பன் நான் என் சார்பாக வாழ்த்துக்கள்,0,tamil
oru nalla padam pakka waiting bro nalla visiyangal niraya irukku pola,0,tamil
ente ponno enna ith kanunnath surya annan malayalikalku vishu kai neettam thannallo ith thakarkum surya anna lalettan,5,tamil
kangana apka jawab nhi ek aur mast movie,5,tamil
keep rocking bro,5,kannada
surya dhan mass big fan of u bro,0,tamil
movie mass apro trailer pakkuravanga like pannunga,0,tamil
82k left for 600k likes,0,tamil
അച്ചായൻ ഫാൻസ് ഇച്ചായൻ ഫാൻസ് ഒന്നും അല്ല ഡയറക്ടർ മൂവി ആണ് തകർത്തിട്ട് ഉണ്ട് ഗീതു മോഹൻ ദാസ്,0,malayalam
thala neenga yappati nadichalum naanga paapom thala,0,tamil
இப்படி ஒரு படம் வந்திற்கு மகிழ்ச்சி அடைகிறேன்,0,tamil
suriya mohanlal arya harris lam irunthalum ana ithu en thalaivan kv anand oda padam da,0,tamil
trailer kandittu shahrukh khante fan moviede story orma vannathu enikku mathram aano,0,malayalam
enada ithu sema mass ah iruku,1,tamil
கிழித்து ஏறிய வேண்டிய சாதிய குப்பை திரவுபதி இந்த முட்டா பசங்க நாட்ல பொறந்ததுக்கு பொராகமலே இருந்திருக்கலாம் கமென்ட் பண்ண athanayum பசங்களுக்கு பிறந்தது போல ஜாதிய வன்மம் சாதிய கொடுமை தீண்டாமை,3,tamil
who is here after kaapaan trailer,1,tamil
pwoli ikka ningalu vere leval aanu,0,malayalam
lalettan nte adutha padam aanu ithu kazhijaal onam release aayi ittimani ayyi ettan varum,5,tamil
9 ന്റെ ലുക്ക് തോന്നുന്നത് എനിക്ക് മാത്രമോ,2,malayalam
gadag our city,5,kannada
sharikkum mechinu etra highp undo,0,malayalam
padam nalla irukumndra maari than theriyuthu aana diwali release la nikiravan peru bigil,4,tamil
awesome movie best movie so far in 2019,5,malayalam
7 minutes 147k views 37k like,5,malayalam
lalettane oru shikandi ayi thonnunath enikk mathramano,2,malayalam
thala thalapathy scene ena da ipadi panni vachirukinga,4,tamil
surya and sai pallavi gonna rock ngk surya saipallavi,0,tamil
ട്രൈലർ വളരെ മോശം സിനിമ അങ്ങനെ ആവാതിരിക്കട്ടെ,0,malayalam
karthi mama vera mariiiiii iruku cutz semma congrats team,0,tamil
ulti music suuuper,0,kannada
veraa level thala ungallai adikkaa aluuu illaa thalaa,0,tamil
enth koppile trailer aanu siddiqe ethilenkilum onnu nannavumnu vijarichu oru mathiri fan made trailernpole,0,malayalam
adai ending vera level da adai,0,tamil
suriya anna acting next level,0,tamil
silaiya odaikalam ana avaga sithandha odaika mudiyadhu periyar ambedkar u1 ps siva grand blockbuster hit,4,tamil
sonakshi sinha ko le lete makeup hi nahi krna padta,5,tamil
yeppa saamy yaaruya nee myshkin,2,tamil
போராடுரதே தப்புனா போராடுர சூழ்நிலைய உருவாக்குறதும் தப்புதானே,3,tamil
nethanepa nama valanumna yaravenalum kollalamnu sonna,0,tamil
surya telugu police telugu actor thambi ennedanna enakku telugu audience dhan pidikkum nu solran family motham telugu shift agidunga,4,tamil
maszzzzzzzzzzzz vijay anna therinja ethiriya vida theriyatha ethiriku dhaan aalu athikama irukkunanum eppa varumnu sollanama veliayadalama wating,0,tamil
ഗീതു മോഹൻദാസ് മലയാള സിനിമക്കു നൽകുന്ന വമ്പൻ ഗിഫ്റ്റ് തന്നെ ആവും മൂത്തോന്,0,malayalam
teaser la sayeesha arya va love panra trailar la sayeesha suriya va love panra,3,tamil
en da movie name sangatamilan titlecardlaya vijaya movies hindila varuthu da what raaaa,1,tamil
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു മമ്മൂക്ക ക്ഷമിക്കണം,2,malayalam
i am thalapathi fan but i like ajith,0,tamil
dislike adukunna pooo maklkekk anta veral gift,1,malayalam
kadak,5,kannada
trailor pakkum munnadi kooda onnu thonala trailor paatha aprm epoda paapomnu veri mandaikku eruthu this trailor advance booking for awards,0,tamil
aadar thriller movie ayerikanay atay punyalaa,0,malayalam
kannada badhiki bandhantaitu,1,kannada
semme trailer trailer eh ippadi irukkuna padam therikkepothu,0,tamil
ഇത് ഒരുമാതിരി ചളി പടം ആയി പോവും എന്നു തോന്നുന്നു trailer,0,malayalam
thailava seekiram va thailava marana waiting,0,tamil
padam super rajini sir karthick sir unga padam semma sir,0,tamil
pakkaaa boar dialogue ith evdatha basha aan enn priuadarshanu mathram aryollu,0,malayalam
ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru,2,malayalam
thala na gethu gethu na thala da,0,tamil
green saari may bilkul ghatia lag rahi hai kangna ranut she can t match jaylalita ji,5,tamil
என்றும் ஆதி அண்ணன் வழியில் ஹிப்ஹாப் தமிழா,0,tamil
suriya anna dhan ennaikume gethu mass,0,tamil
sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks,0,kannada
பட்டங்கட்டிமறவர் சமுதாயம் சார்பாக படம் வரலாறு காணத வெற்றி பெற வாழ்த்துக்கள்,0,tamil
ayyayo megastar padam velaikkaran vida stars athika,0,tamil
podra fdfs ku tickets ah fun panrom,0,tamil
enna da kappan nu sollittu adhavan teasera kaatringa,3,tamil
நல்லதான் இருக்கு பின்னனியிசை அருமையாக இருக்கு நல்ல பாடல் ஒரு எதிர்பார்க்கலாம் படத்தை விரைவில் எதிர்பார்க்கிறேன்,0,tamil
true va rajini fans tha coma la irukkanuka,3,tamil
karyangalkoru theerumanam aya sthithik cash kalayunnilla odiyan,0,malayalam
silaiya odaikalam ana avaga sithandha odaika mudiyadhu periyar ambedkar u1 ps siva grand blockbuster hit,4,tamil
venda kutta uruttam last dialogue polii,0,malayalam
shane soubin fahad ya baby,5,malayalam
thala thala thala thala thala thala thala,0,tamil
அகிலம் ஆண்ட அம்பலகாரர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் பரியேறும் பெருமாள் அசுரன் எல்லா கொண்டாடுவிங்க இதையும் கொண்டாடுங்க யாரு ஜாதி வெறி பிடித்தவர்கள் என்று தெரியும்,4,tamil
nenka irukura varaikum unkala yarum asaika mudiyathu thalaiva,0,tamil
shankar sir ur a legend,0,tamil
nalla padam ah irukum pola songs laam semma trailer um yeppaiyo paathuten weight ah taste ah time eduthu serve panidunga ivlo varusham wait panitom innum sila maadham wait pana maatoma am eagerly waiting for its release,0,tamil
1 34 seen ille prithviraj ninte face pole thoununu,0,malayalam
1k comments in just 12min,1,tamil
ഇരിഞാലക്കുട ചെമ്പകശ്ശേരി തീയേറ്ററിൽ ആദ്യത്തേ സീറ്റ് ഇപ്പോ ബുക്ക് ചെയ്ത് വീണ്ടും ട്രെയ്ലർ കാണാൻ വന്നതാ ഞാൻ വേഗം പോയി ബുക്ക് ചെയ്തോളൂ ഗഡ്യോളേ,0,malayalam
rmba sandhosama irukku thala ipdi suspense movie la nadichadhu and rlz kaga waiting,0,tamil
katta ettan fan pakshe entho manasu parayunu ith thakarkum,0,malayalam
nalla neram na india la pirakkella illatti nanum jathi variyanakiruppan nalla neram,3,tamil
petta dialogue kopy adichit kallanu oru nanavm illa,2,malayalam
engha appa miltary da goli vilaiyadava solli taruvan,4,tamil
u1 veriyans kill the like button,0,tamil
1 34 raju ettan allei back ill nilkunathee,0,malayalam
last dialouge unakku yaaravudhu palaya friend irukangal nambadha semmmmma,0,tamil
வரலாம் வரலாம் வா பைரவா விஜய் அண்ணா சும்மா தெறிக்க விடறார்,0,tamil
wow sema i luv it anna,0,tamil
best trailer suparstar rajnikaant dialogue must,0,tamil
dei trailer pakkumbothe bayangarama siripu varudhu,0,tamil
vera level surya anna different types of getup maassss suryaaaaa annaaaa,0,tamil
prakash raj portraits jackie vasudev or yogi nath i guess,0,tamil
singam da summa paayapovuth kerala fans like adik,0,tamil
confirm padam flop aaga pothu waste tamil makkalukku edukka sonna ivanunga english padatha tamilla dup pannirukkanga karumam da,3,tamil
inththa mari ellem yosikka unganala thanda medium unga sinthanai awlo thaanda,4,tamil
enta surya annaa ninghalu nammada muthaanu,5,tamil
daii pink padathula fighta varathu ajith does not suit amita bachaan,2,tamil
diy supar movise,0,kannada
அசுரன் bgm konjam copy da nenga,3,tamil
super songs,0,kannada
visvasam trailer parugga semmaya irukku like pannugga,0,tamil
enga anna ku dislikes potavanga ellam kena pundainga,4,tamil
ennalle sathiyam sireppe adakke mudille i like suurya but y suurya ayooo,0,tamil
ಈ ದೇಶದ ದುರಂತ,4,kannada
vera lvl thala version,4,tamil
500k like varanum solrvana like pannunga,0,tamil
ഉഗ്രൻ ഫിലിം എല്ലാവരും ഒന്നിനൊന്നു മെച്ചമായി അഭിനയിച്ചിരിക്കുന്നു എങ്കിലും ഫഹദ് ഫാസിലിന്റെ അഭിനയം exceptional ഉഗ്രൻ തിരക്കഥ,0,malayalam
yaarda ithu ammakea vfx panna maari iruku,3,tamil
suriya anna fans lam ennathanda pantringa,4,tamil
trend setting song,0,kannada
yabba dei un movie laye idhan first eagerly waiting for this movie enakum kovam dhan varudhu ne thala thalapathya kalaichuruka paravala agilaulagasuperstar mathri agama iruntha sari avan ipdi dhan thottaan kettan,1,tamil
college love friends nu illama differentana film pannunga,0,tamil
